,#date,stato,#adm1+pcode,#adm1+name,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,#affected+infected+dead+total,casi_da_sospetto_diagnostico,casi_da_screening,#affected+infected+confirmed+total,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
3465,2020-08-07T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,22,1,23,167,190,37,39,2812,472,3178.0,296.0,3474,134268,87440.0,,,,
3471,2020-08-07T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,184,8,192,816,1008,15,20,6891,865,6231.0,2533.0,8764,435517,357556.0,,,,
3474,2020-08-07T17:00:00,ITA,11,Marche,43.61675973,13.5188753,13,0,13,145,158,17,21,5790,987,6934.0,1.0,6935,173725,103904.0,,,,
3482,2020-08-07T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,18,0,18,417,435,10,13,8988,1137,10292.0,268.0,10560,444333,292933.0,,,,
3483,2020-08-07T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,8,0,8,25,33,4,6,1375,80,1455.0,33.0,1488,126654,80959.0,,,,
3486,2020-08-08T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,24,1,25,172,197,7,12,2817,472,3160.0,326.0,3486,134980,87799.0,,,,
3492,2020-08-08T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,189,8,197,820,1017,9,20,6901,866,6239.0,2545.0,8784,437898,359225.0,,,,
3495,2020-08-08T17:00:00,ITA,11,Marche,43.61675973,13.5188753,14,0,14,142,156,-2,3,5795,987,6937.0,1.0,6938,175022,104534.0,,,,
3503,2020-08-08T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,14,1,15,442,457,22,23,8989,1137,10311.0,272.0,10583,447250,294690.0,,,,
3504,2020-08-08T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,8,0,8,34,42,9,10,1376,80,1456.0,42.0,1498,127488,81336.0,,,,
3507,2020-08-09T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,23,1,24,189,213,16,16,2817,472,3174.0,328.0,3502,136214,88565.0,,,,
3513,2020-08-09T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,189,8,197,849,1046,29,38,6910,866,6251.0,2571.0,8822,440510,361238.0,,,,
3516,2020-08-09T17:00:00,ITA,11,Marche,43.61675973,13.5188753,13,0,13,155,168,12,16,5799,987,6954.0,0.0,6954,176282,105247.0,,,,
3524,2020-08-09T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,14,1,15,495,510,53,61,8997,1137,10370.0,274.0,10644,450034,296406.0,,,,
3525,2020-08-09T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,8,0,8,41,49,7,7,1376,80,1457.0,48.0,1505,128008,81605.0,,,,
3528,2020-08-10T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,24,1,25,194,219,6,7,2818,472,3175.0,334.0,3509,136365,88650.0,,,,
3534,2020-08-10T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,195,8,203,878,1081,35,38,6912,867,6260.0,2600.0,8860,442833,362827.0,,,,
3537,2020-08-10T17:00:00,ITA,11,Marche,43.61675973,13.5188753,11,0,11,154,165,-3,2,5804,987,6956.0,0.0,6956,176830,105420.0,,,,
3545,2020-08-10T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,16,1,17,501,518,8,8,8997,1137,10377.0,275.0,10652,451421,297261.0,,,,
3546,2020-08-10T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,8,0,8,46,54,5,5,1376,80,1457.0,53.0,1510,128298,81825.0,,,,
3549,2020-08-11T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,23,1,24,195,219,0,3,2821,472,3166.0,346.0,3512,136795,88902.0,,,,
3555,2020-08-11T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,203,9,212,889,1101,20,23,6915,867,6264.0,2619.0,8883,444980,364395.0,,,,
3558,2020-08-11T17:00:00,ITA,11,Marche,43.61675973,13.5188753,11,0,11,151,162,-3,4,5811,987,6960.0,0.0,6960,177759,106017.0,,,,
3566,2020-08-11T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,18,1,19,516,535,17,22,9002,1137,10397.0,277.0,10674,454393,298892.0,,,,
3567,2020-08-11T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,9,0,9,43,52,-2,1,1379,80,1458.0,53.0,1511,129301,82253.0,,,,
3570,2020-08-12T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,23,1,24,197,221,2,9,2823,472,3166.0,350.0,3516,137776,89381.0,,,,
3576,2020-08-12T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,190,9,199,922,1121,20,37,6931,868,6276.0,2644.0,8920,447675,366246.0,,,,
3579,2020-08-12T17:00:00,ITA,11,Marche,43.61675973,13.5188753,10,0,10,157,167,5,16,5822,987,6976.0,0.0,6976,178788,106614.0,,,,
3587,2020-08-12T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,15,3,18,545,563,28,33,9007,1137,10402.0,305.0,10707,457566,300764.0,,,,
3588,2020-08-12T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,9,0,9,48,57,5,6,1380,80,1459.0,58.0,1517,130245,82645.0,,,,
3591,2020-08-13T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,24,1,25,209,234,13,16,2826,472,3174.0,358.0,3532,138681,89847.0,,,,
3597,2020-08-13T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,195,9,204,923,1127,6,36,6960,869,6290.0,2666.0,8956,449886,367897.0,,,,
3600,2020-08-13T17:00:00,ITA,11,Marche,43.61675973,13.5188753,8,0,8,161,169,2,11,5831,987,6987.0,0.0,6987,180090,107237.0,,,,
3608,2020-08-13T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,13,3,16,574,590,27,28,9008,1137,10407.0,328.0,10735,460694,302546.0,,,,
3609,2020-08-13T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,10,0,10,52,62,5,7,1382,80,1464.0,60.0,1524,131041,83046.0,,,,
3612,2020-08-14T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,23,1,24,218,242,8,13,2831,472,3186.0,359.0,3545,139426,90264.0,,,,
3618,2020-08-14T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,192,9,201,964,1165,38,45,6966,870,6296.0,2705.0,9001,452336,369749.0,,,,
3621,2020-08-14T17:00:00,ITA,11,Marche,43.61675973,13.5188753,10,1,11,179,190,21,32,5842,987,7019.0,0.0,7019,181370,107918.0,,,,
3629,2020-08-14T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,12,3,15,589,604,14,26,9020,1137,10412.0,349.0,10761,463708,304412.0,,,,
3630,2020-08-14T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,10,0,10,58,68,6,8,1384,80,1467.0,65.0,1532,131894,83413.0,,,,
3633,2020-08-15T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,25,1,26,226,252,10,13,2834,472,3196.0,362.0,3558,140692,91060.0,,,,
3639,2020-08-15T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,193,9,202,1016,1218,53,58,6971,870,6308.0,2751.0,9059,454938,371681.0,,,,
3642,2020-08-15T17:00:00,ITA,11,Marche,43.61675973,13.5188753,13,1,14,180,194,4,11,5849,987,7030.0,0.0,7030,182505,108605.0,,,,
3650,2020-08-15T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,9,4,13,620,633,29,38,9028,1138,10419.0,380.0,10799,467475,306566.0,,,,
3651,2020-08-15T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,9,1,10,70,80,12,13,1385,80,1470.0,75.0,1545,132814,83936.0,,,,
3654,2020-08-16T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,25,1,26,228,254,2,2,2834,472,3195.0,365.0,3560,140925,91242.0,,,,
3660,2020-08-16T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,204,9,213,1071,1284,66,68,6973,870,6320.0,2807.0,9127,457954,373861.0,,,,
3663,2020-08-16T17:00:00,ITA,11,Marche,43.61675973,13.5188753,12,1,13,181,194,0,5,5854,987,7035.0,0.0,7035,183363,109134.0,,,,
3671,2020-08-16T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,10,4,14,653,667,34,34,9028,1138,10429.0,404.0,10833,469408,307863.0,,,,
3672,2020-08-16T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,10,1,11,72,83,3,3,1385,80,1471.0,77.0,1548,133020,84080.0,,,,
3675,2020-08-17T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,27,1,28,227,255,1,5,2838,472,3200.0,365.0,3565,141205,91479.0,,,,
3681,2020-08-17T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,212,9,221,1108,1329,45,51,6979,870,6326.0,2852.0,9178,460225,375815.0,,,,
3684,2020-08-17T17:00:00,ITA,11,Marche,43.61675973,13.5188753,12,1,13,182,195,1,8,5861,987,7043.0,0.0,7043,184009,109554.0,,,,
3692,2020-08-17T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,11,4,15,672,687,20,21,9028,1139,10434.0,420.0,10854,471051,309024.0,,,,
3693,2020-08-17T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,10,1,11,74,85,2,1,1384,80,1471.0,78.0,1549,133375,84328.0,,,,
3696,2020-08-18T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,27,1,28,230,258,3,5,2840,472,3205.0,365.0,3570,141741,91835.0,,,,
3702,2020-08-18T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,218,6,224,1135,1359,30,43,6991,871,6332.0,2889.0,9221,463468,378384.0,,,,
3705,2020-08-18T17:00:00,ITA,11,Marche,43.61675973,13.5188753,13,1,14,191,205,10,15,5866,987,7058.0,0.0,7058,185136,110364.0,,,,
3713,2020-08-18T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,16,4,20,698,718,31,31,9028,1139,10449.0,436.0,10885,474476,311146.0,,,,
3714,2020-08-18T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,9,1,10,83,93,8,10,1386,80,1479.0,80.0,1559,135130,85191.0,,,,
3717,2020-08-19T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,25,2,27,238,265,7,7,2840,472,3206.0,371.0,3577,143041,92656.0,,,,
3723,2020-08-19T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,229,6,235,1194,1429,70,75,6996,871,6348.0,2948.0,9296,468319,382387.0,,,,
3726,2020-08-19T17:00:00,ITA,11,Marche,43.61675973,13.5188753,13,1,14,193,207,2,7,5871,987,7065.0,0.0,7065,186776,111360.0,,,,
3734,2020-08-19T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,20,5,25,721,746,28,40,9040,1139,10460.0,465.0,10925,479103,314078.0,,,,
3735,2020-08-19T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,9,2,11,84,95,2,4,1388,80,1481.0,82.0,1563,136524,85986.0,,,,
3738,2020-08-20T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,27,1,28,240,268,3,4,2841,472,3206.0,375.0,3581,144159,93423.0,,,,
3744,2020-08-20T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,238,6,244,1296,1540,111,115,6999,872,6379.0,3032.0,9411,473898,387285.0,,,,
3747,2020-08-20T17:00:00,ITA,11,Marche,43.61675973,13.5188753,14,1,15,202,217,10,13,5874,987,7078.0,0.0,7078,188355,112396.0,,,,
3755,2020-08-20T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,24,5,29,772,801,55,59,9044,1139,10476.0,508.0,10984,483726,317235.0,,,,
3756,2020-08-20T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,10,1,11,101,112,17,17,1388,80,1488.0,92.0,1580,138051,86741.0,,,,
3759,2020-08-21T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,30,1,31,258,289,21,23,2843,472,3215.0,389.0,3604,145369,94284.0,,,,
3765,2020-08-21T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,248,6,254,1412,1666,126,137,7009,873,6407.0,3141.0,9548,480482,392577.0,,,,
3768,2020-08-21T17:00:00,ITA,11,Marche,43.61675973,13.5188753,13,1,14,218,232,15,17,5876,987,7095.0,0.0,7095,190441,113688.0,,,,
3776,2020-08-21T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,28,5,33,845,878,77,79,9046,1139,10501.0,562.0,11063,487880,320543.0,,,,
3777,2020-08-21T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,10,1,11,113,124,12,22,1398,80,1491.0,111.0,1602,139407,87468.0,,,,
3780,2020-08-22T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,32,1,33,280,313,24,24,2843,472,3237.0,391.0,3628,146579,95034.0,,,,
3786,2020-08-22T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,265,6,271,1599,1870,204,215,7020,873,6435.0,3328.0,9763,488274,397550.0,,,,
3789,2020-08-22T17:00:00,ITA,11,Marche,43.61675973,13.5188753,11,1,12,230,242,10,10,5876,987,7105.0,0.0,7105,192099,114764.0,,,,
3797,2020-08-22T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,30,6,36,892,928,50,53,9049,1139,10520.0,596.0,11116,492579,323792.0,,,,
3798,2020-08-22T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,12,1,13,129,142,18,18,1398,80,1494.0,126.0,1620,140785,88187.0,,,,
3801,2020-08-23T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,31,1,32,300,332,19,21,2844,472,3250.0,398.0,3648,147963,95928.0,,,,
3807,2020-08-23T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,286,6,292,1735,2027,157,184,7046,874,6468.0,3479.0,9947,496648,404727.0,,,,
3810,2020-08-23T17:00:00,ITA,11,Marche,43.61675973,13.5188753,12,1,13,232,245,3,5,5878,987,7110.0,0.0,7110,193716,115806.0,,,,
3818,2020-08-23T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,35,7,42,938,980,52,59,9056,1139,10537.0,638.0,11175,496708,326623.0,,,,
3819,2020-08-23T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,11,1,12,148,160,18,19,1399,80,1499.0,140.0,1639,141947,88882.0,,,,
3822,2020-08-24T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,34,1,35,301,336,4,4,2844,472,3251.0,401.0,3652,148149,96085.0,,,,
3828,2020-08-24T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,299,6,305,1846,2151,124,146,7067,875,6509.0,3584.0,10093,502648,409290.0,,,,
3831,2020-08-24T17:00:00,ITA,11,Marche,43.61675973,13.5188753,13,0,13,230,243,-2,3,5883,987,7113.0,0.0,7113,194430,116228.0,,,,
3839,2020-08-24T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,39,5,44,971,1015,35,44,9065,1139,10560.0,659.0,11219,499767,328743.0,,,,
3840,2020-08-24T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,12,1,13,157,170,10,11,1400,80,1503.0,147.0,1650,142579,89426.0,,,,
3843,2020-08-25T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,33,1,34,308,342,6,10,2848,472,3256.0,406.0,3662,148901,96605.0,,,,
3849,2020-08-25T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,281,6,287,1997,2284,133,143,7077,875,6530.0,3706.0,10236,511984,417490.0,,,,
3852,2020-08-25T17:00:00,ITA,11,Marche,43.61675973,13.5188753,14,0,14,234,248,5,11,5889,987,7124.0,0.0,7124,195794,117078.0,,,,
3860,2020-08-25T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,41,5,46,993,1039,24,34,9075,1139,10574.0,679.0,11253,503641,331202.0,,,,
3861,2020-08-25T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,12,1,13,182,195,25,29,1404,80,1505.0,174.0,1679,144589,90382.0,,,,
3864,2020-08-26T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,34,1,35,331,366,24,26,2849,472,3273.0,414.0,3687,150149,97421.0,,,,
3870,2020-08-26T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,263,6,269,2143,2412,128,162,7110,876,6554.0,3844.0,10398,520992,424488.0,,,,
3873,2020-08-26T17:00:00,ITA,11,Marche,43.61675973,13.5188753,9,0,9,232,241,-7,9,5905,987,7133.0,0.0,7133,197179,117791.0,,,,
3881,2020-08-26T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,43,6,49,1142,1191,152,161,9083,1140,10595.0,819.0,11414,509725,335476.0,,,,
3882,2020-08-26T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,11,1,12,200,212,17,20,1407,80,1512.0,187.0,1699,146429,91421.0,,,,
3885,2020-08-27T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,37,1,38,343,381,15,18,2852,472,3283.0,422.0,3705,151723,98466.0,,,,
3891,2020-08-27T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,268,6,274,2281,2555,143,152,7118,877,6576.0,3974.0,10550,531582,431825.0,,,,
3894,2020-08-27T17:00:00,ITA,11,Marche,43.61675973,13.5188753,8,0,8,275,283,42,61,5924,987,7194.0,0.0,7194,199348,118825.0,,,,
3902,2020-08-27T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,43,5,48,1225,1273,82,99,9100,1140,10608.0,905.0,11513,515879,339644.0,,,,
3903,2020-08-27T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,12,1,13,209,222,10,20,1417,80,1514.0,205.0,1719,147895,92218.0,,,,
3906,2020-08-28T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,39,1,40,343,383,2,20,2870,472,3300.0,425.0,3725,153133,99372.0,,,,
3912,2020-08-28T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,283,6,289,2427,2716,161,166,7122,878,6611.0,4105.0,10716,545595,444539.0,,,,
3915,2020-08-28T17:00:00,ITA,11,Marche,43.61675973,13.5188753,8,1,9,282,291,8,17,5933,987,7211.0,0.0,7211,200877,119608.0,,,,
3923,2020-08-28T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,47,4,51,1298,1349,76,82,9105,1141,10625.0,970.0,11595,521946,343913.0,,,,
3924,2020-08-28T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,12,0,12,217,229,7,22,1432,80,1515.0,226.0,1741,149916,93480.0,,,,
3927,2020-08-29T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,37,1,38,357,395,12,14,2872,472,3309.0,430.0,3739,154590,100339.0,,,,
3933,2020-08-29T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,293,8,301,2581,2882,166,171,7127,878,6643.0,4244.0,10887,558605,455146.0,,,,
3936,2020-08-29T17:00:00,ITA,11,Marche,43.61675973,13.5188753,10,1,11,285,296,5,12,5940,987,7223.0,0.0,7223,202668,120551.0,,,,
3944,2020-08-29T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,44,5,49,1372,1421,72,92,9125,1141,10650.0,1037.0,11687,528647,348617.0,,,,
3945,2020-08-29T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,11,1,12,226,238,9,12,1435,80,1516.0,237.0,1753,152004,94548.0,,,,
3948,2020-08-30T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,37,1,38,391,429,34,34,2872,472,3331.0,442.0,3773,156774,101829.0,,,,
3954,2020-08-30T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,310,7,317,2718,3035,153,156,7130,878,6686.0,4357.0,11043,571389,466475.0,,,,
3957,2020-08-30T17:00:00,ITA,11,Marche,43.61675973,13.5188753,12,1,13,289,302,6,15,5949,987,7238.0,0.0,7238,204089,121344.0,,,,
3965,2020-08-30T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,48,5,53,1450,1503,82,98,9141,1141,10695.0,1090.0,11785,535080,353231.0,,,,
3966,2020-08-30T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,10,1,11,251,262,24,31,1442,80,1518.0,266.0,1784,153666,95419.0,,,,
3969,2020-08-31T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,35,1,36,391,427,-2,4,2878,472,3331.0,446.0,3777,157035,101993.0,,,,
3975,2020-08-31T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,328,7,335,2839,3174,139,148,7139,878,6686.0,4505.0,11191,584482,477920.0,,,,
3978,2020-08-31T17:00:00,ITA,11,Marche,43.61675973,13.5188753,13,1,14,284,298,-4,2,5955,987,7240.0,0.0,7240,204808,121684.0,,,,
3986,2020-08-31T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,52,8,60,1514,1574,71,73,9143,1141,10715.0,1143.0,11858,539518,356542.0,,,,
3987,2020-08-31T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,10,2,12,256,268,6,9,1445,80,1518.0,275.0,1793,154171,95705.0,,,,
3990,2020-09-01T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,29,1,30,376,406,-21,5,2902,472,3331.0,449.0,3780,157881,102588.0,,,,
3996,2020-09-01T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,336,8,344,2941,3285,111,125,7153,878,6711.0,4605.0,11316,594552,486744.0,,,,
3999,2020-09-01T17:00:00,ITA,11,Marche,43.61675973,13.5188753,14,1,15,294,309,11,16,5960,987,7256.0,0.0,7256,206570,122724.0,,,,
4007,2020-09-01T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,53,9,62,1519,1581,7,40,9175,1142,10726.0,1172.0,11898,544447,360022.0,,,,
4008,2020-09-01T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,9,2,11,267,278,10,10,1445,80,1518.0,285.0,1803,156422,96713.0,,,,
4011,2020-09-02T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,30,1,31,399,430,24,24,2902,472,3353.0,451.0,3804,159429,103603.0,,,,
4017,2020-09-02T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,343,9,352,3055,3407,122,130,7161,878,6737.0,4709.0,11446,605096,495791.0,,,,
4020,2020-09-02T17:00:00,ITA,11,Marche,43.61675973,13.5188753,14,1,15,305,320,11,17,5966,987,7273.0,0.0,7273,207827,123648.0,,,,
4028,2020-09-02T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,58,8,66,1570,1636,55,69,9189,1142,10743.0,1224.0,11967,552076,365415.0,,,,
4029,2020-09-02T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,8,2,10,288,298,20,27,1452,80,1523.0,307.0,1830,158956,97623.0,,,,
4032,2020-09-03T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,33,1,34,420,454,24,24,2902,472,3367.0,461.0,3828,160980,104572.0,,,,
4038,2020-09-03T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,351,9,360,3184,3544,137,154,7177,879,6769.0,4831.0,11600,616425,506670.0,,,,
4041,2020-09-03T17:00:00,ITA,11,Marche,43.61675973,13.5188753,13,1,14,321,335,15,21,5971,988,7294.0,0.0,7294,209592,124694.0,,,,
4049,2020-09-03T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,63,7,70,1661,1731,95,113,9206,1143,10771.0,1309.0,12080,560036,371628.0,,,,
4050,2020-09-03T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,10,2,12,290,302,4,9,1457,80,1526.0,313.0,1839,160064,98418.0,,,,
4053,2020-09-04T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,32,1,33,438,471,17,25,2910,472,3391.0,462.0,3853,162483,105546.0,,,,
4059,2020-09-04T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,363,9,372,3316,3688,144,171,7204,879,6805.0,4966.0,11771,628169,517073.0,,,,
4062,2020-09-04T17:00:00,ITA,11,Marche,43.61675973,13.5188753,12,1,13,328,341,6,17,5982,988,7311.0,0.0,7311,211130,125411.0,,,,
4070,2020-09-04T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,67,8,75,1742,1817,86,99,9219,1143,10796.0,1383.0,12179,567766,377468.0,,,,
4071,2020-09-04T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,11,3,14,313,327,25,35,1467,80,1529.0,345.0,1874,162240,99741.0,,,,
4074,2020-09-05T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,32,2,34,449,483,12,13,2910,472,3396.0,469.0,3865,164140,106544.0,Dal totale dei positivi è stato sottratto 1 caso precedentemente conteggiato 2 volte,,,
4080,2020-09-05T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,344,11,355,3452,3807,119,158,7242,880,6828.0,5101.0,11929,639909,526843.0,,,,
4083,2020-09-05T17:00:00,ITA,11,Marche,43.61675973,13.5188753,13,1,14,355,369,28,32,5986,988,7343.0,0.0,7343,212769,126276.0,,,,
4091,2020-09-05T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,69,8,77,1812,1889,72,113,9260,1143,10824.0,1468.0,12292,576120,383856.0,,,,
4092,2020-09-05T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,13,2,15,322,337,10,16,1472,81,1535.0,355.0,1890,164208,100626.0,,,,
4095,2020-09-06T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,32,2,34,475,509,26,26,2910,472,3417.0,474.0,3891,165666,107501.0,,,,
4101,2020-09-06T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,355,10,365,3548,3913,106,122,7257,881,6853.0,5198.0,12051,650695,536609.0,,,,
4104,2020-09-06T17:00:00,ITA,11,Marche,43.61675973,13.5188753,14,1,15,370,385,16,20,5990,988,7363.0,0.0,7363,214110,127083.0,,,,
4112,2020-09-06T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,77,8,85,1909,1994,105,122,9277,1143,10869.0,1545.0,12414,583923,390411.0,,,,
4113,2020-09-06T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,13,2,15,341,356,19,25,1478,81,1536.0,379.0,1915,165458,101440.0,,,,
4116,2020-09-07T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,31,2,33,487,520,11,15,2914,472,3424.0,482.0,3906,166611,108107.0,,,,
4122,2020-09-07T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,359,9,368,3667,4035,122,159,7294,881,6890.0,5320.0,12210,659927,545694.0,,,,
4125,2020-09-07T17:00:00,ITA,11,Marche,43.61675973,13.5188753,16,1,17,370,387,2,6,5994,988,7369.0,0.0,7369,214746,127431.0,,,,
4133,2020-09-07T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,77,9,86,1984,2070,76,85,9285,1144,10896.0,1603.0,12499,589018,395285.0,,,,
4134,2020-09-07T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,15,2,17,349,366,10,13,1481,81,1537.0,391.0,1928,165993,101836.0,,,,
4137,2020-09-08T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,34,2,36,487,523,3,14,2924,472,3434.0,485.0,3919,167478,108691.0,"Dal totale dei positivi è stato sottratto 1 caso dei giorni passati, in quanto già in carico ad altra Regione.",,,
4143,2020-09-08T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,354,9,363,3761,4124,89,129,7334,881,6909.0,5430.0,12339,669290,554654.0,,,,
4146,2020-09-08T17:00:00,ITA,11,Marche,43.61675973,13.5188753,16,1,17,380,397,10,15,5999,988,7384.0,0.0,7384,215962,128178.0,,,,
4154,2020-09-08T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,74,9,83,1996,2079,9,59,9334,1145,10918.0,1640.0,12558,594842,399495.0,,,,
